scan_id,scan_type,angle_deg,pattern_id,label,capture_id,attempt,bracket_name,exposure_us,gain_db,pattern_filename,pattern_display_timestamp_pc_ms,capture_command_timestamp_pc_ms,camera_timestamp_ms,camera_frame_index,received_image_filename,final_filename,saturated_mask_filename,dark_mask_filename,size_bytes,status,error
hdr_16bit_save_all,object,0,6,Gray4,31,1,mid,10000,0.0,06_Gray4.bmp,1783323080796,1783323081110,1783323081118,31,exposures/pattern_006/mid.png,pattern_006.png,hdr_masks/pattern_006_saturated.png,hdr_masks/pattern_006_dark.png,20141,ok,
hdr_16bit_save_all,object,0,6,Gray4,32,1,long,40000,0.0,06_Gray4.bmp,1783323080796,1783323081124,1783323081130,32,exposures/pattern_006/long.png,pattern_006.png,hdr_masks/pattern_006_saturated.png,hdr_masks/pattern_006_dark.png,19836,ok,
hdr_16bit_save_all,object,0,18,Gray4_inv,33,1,short,2500,0.0,06_Gray4.bmp,1783323081205,1783323081510,1783323081524,33,exposures/pattern_018/short.png,pattern_018.png,hdr_masks/pattern_018_saturated.png,hdr_masks/pattern_018_dark.png,20345,ok,
hdr_16bit_save_all,object,0,18,Gray4_inv,34,1,mid,10000,0.0,06_Gray4.bmp,1783323081205,1783323081532,1783323081542,34,exposures/pattern_018/mid.png,pattern_018.png,hdr_masks/pattern_018_saturated.png,hdr_masks/pattern_018_dark.png,20341,ok,
hdr_16bit_save_all,object,0,18,Gray4_inv,35,1,long,40000,0.0,06_Gray4.bmp,1783323081205,1783323081550,1783323081557,35,exposures/pattern_018/long.png,pattern_018.png,hdr_masks/pattern_018_saturated.png,hdr_masks/pattern_018_dark.png,20136,ok,
hdr_16bit_save_all,object,0,7,Gray5,36,1,short,2500,0.0,07_Gray5.bmp,1783323081636,1783323081937,1783323081946,36,exposures/pattern_007/short.png,pattern_007.png,hdr_masks/pattern_007_saturated.png,hdr_masks/pattern_007_dark.png,35406,ok,
hdr_16bit_save_all,object,0,7,Gray5,37,1,mid,10000,0.0,07_Gray5.bmp,1783323081636,1783323081952,1783323081960,37,exposures/pattern_007/mid.png,pattern_007.png,hdr_masks/pattern_007_saturated.png,hdr_masks/pattern_007_dark.png,35401,ok,
hdr_16bit_save_all,object,0,7,Gray5,38,1,long,40000,0.0,07_Gray5.bmp,1783323081636,1783323081970,1783323081980,38,exposures/pattern_007/long.png,pattern_007.png,hdr_masks/pattern_007_saturated.png,hdr_masks/pattern_007_dark.png,34996,ok,
hdr_16bit_save_all,object,0,19,Gray5_inv,39,1,short,2500,0.0,07_Gray5.bmp,1783323082085,1783323082386,1783323082395,39,exposures/pattern_019/short.png,pattern_019.png,hdr_masks/pattern_019_saturated.png,hdr_masks/pattern_019_dark.png,35307,ok,
hdr_16bit_save_all,object,0,19,Gray5_inv,40,1,mid,10000,0.0,07_Gray5.bmp,1783323082085,1783323082404,1783323082415,40,exposures/pattern_019/mid.png,pattern_019.png,hdr_masks/pattern_019_saturated.png,hdr_masks/pattern_019_dark.png,35301,ok,
hdr_16bit_save_all,object,0,19,Gray5_inv,41,1,long,40000,0.0,07_Gray5.bmp,1783323082085,1783323082422,1783323082432,41,exposures/pattern_019/long.png,pattern_019.png,hdr_masks/pattern_019_saturated.png,hdr_masks/pattern_019_dark.png,35092,ok,
hdr_16bit_save_all,object,0,8,Gray6,42,1,short,2500,0.0,08_Gray6.bmp,1783323082568,1783323082870,1783323082879,42,exposures/pattern_008/short.png,pattern_008.png,hdr_masks/pattern_008_saturated.png,hdr_masks/pattern_008_dark.png,56222,ok,
hdr_16bit_save_all,object,0,8,Gray6,43,1,mid,10000,0.0,08_Gray6.bmp,1783323082568,1783323082886,1783323082894,43,exposures/pattern_008/mid.png,pattern_008.png,hdr_masks/pattern_008_saturated.png,hdr_masks/pattern_008_dark.png,56211,ok,
hdr_16bit_save_all,object,0,8,Gray6,44,1,long,40000,0.0,08_Gray6.bmp,1783323082568,1783323082902,1783323082908,44,exposures/pattern_008/long.png,pattern_008.png,hdr_masks/pattern_008_saturated.png,hdr_masks/pattern_008_dark.png,55800,ok,
hdr_16bit_save_all,object,0,20,Gray6_inv,45,1,short,2500,0.0,08_Gray6.bmp,1783323082994,1783323083295,1783323083307,45,exposures/pattern_020/short.png,pattern_020.png,hdr_masks/pattern_020_saturated.png,hdr_masks/pattern_020_dark.png,56223,ok,
hdr_16bit_save_all,object,0,20,Gray6_inv,46,1,mid,10000,0.0,08_Gray6.bmp,1783323082994,1783323083317,1783323083327,46,exposures/pattern_020/mid.png,pattern_020.png,hdr_masks/pattern_020_saturated.png,hdr_masks/pattern_020_dark.png,56212,ok,
